
 CHARACTERS IN INTEGER FIELD    =   7
 OUTPUT DISPLAY TYPE            =   E 
 CHARACTERS PER OUTPUT FIELD    =  15
 CHARACTERS AFTER DECIMAL POINT =   5
 LINES PER PAGE                 =****
 CHARACTERS PER LINE            = 140

 PRINT S    NODAL SOLUTION PER NODE

 *** WARNING ***                         CP =      15.203   TIME= 13:15:19
 Error estimation for elements with orthotropic material properties is   
 not valid when RSYS = 0.  Use RSYS=SOLU to reactivate error             
 estimation.                                                             

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 DISTRIBUTED ANSYS Academic Teaching Introductory              

 01055371  VERSION=WINDOWS x64   13:15:19  OCT 16, 2017 CP=     15.203

 Standard Bolted Hole--Static Structural (D3)                                  


 
  ***** POST1 NODAL STRESS LISTING *****                                       
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING X,Y,Z VALUES ARE IN GLOBAL COORDINATES                         
 
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
    1252    0.59491E+001   0.16839E+002   0.47550E+000  -0.41392E+000   0.41380E-001   0.12729E-001
    1253    0.87573E+001   0.21018E+002  -0.14660E+001   0.41559E+001  -0.56951E-001   0.60643E-002
    1254    0.57402E+001   0.16111E+002  -0.15079E+001  -0.35286E+000  -0.66994E-001   0.16629E-002
    1255    0.95479E+001   0.22911E+002   0.50998E+001   0.44415E+001   0.19317E+000  -0.13341E+000
    1256    0.61592E+001   0.18207E+002   0.52988E+001  -0.28013E+000   0.16623E+000  -0.19421E+000
    1257    0.92789E+001   0.21509E+002  -0.15594E+001   0.45948E+001   0.59975E-001  -0.11468E-001
    1258    0.10148E+002   0.23958E+002   0.53091E+001   0.48141E+001  -0.23376E+000   0.14439E+000
    1259    0.63465E+001   0.16423E+002  -0.16144E+001  -0.15741E+000   0.60797E-001  -0.18583E-002
    1260    0.69945E+001   0.19048E+002   0.55204E+001  -0.13828E+000  -0.22188E+000   0.21198E+000
    1261    0.91550E+001   0.22177E+002   0.49667E+000   0.47494E+001  -0.37931E-001  -0.12534E-001
    1262    0.61620E+001   0.17123E+002   0.47408E+000  -0.15430E+000  -0.47938E-001  -0.24986E-001
    1263    0.92675E+001   0.22037E+002  -0.17802E+000   0.47684E+001   0.16713E-001  -0.39167E-002
    1264    0.63525E+001   0.16982E+002  -0.15888E+000  -0.11006E+000   0.26700E-001   0.51561E-002
    1265    0.91318E+001   0.21967E+002   0.53900E-001   0.46853E+001  -0.30522E-001  -0.11609E-001
    1266    0.61568E+001   0.16965E+002   0.30225E-001  -0.14321E+000  -0.39705E-001  -0.19268E-001
    1267    0.91621E+001   0.21925E+002  -0.25679E-001   0.46722E+001   0.89508E-002  -0.10565E-002
    1268    0.63410E+001   0.16944E+002  -0.16576E-001  -0.14461E+000   0.15640E-001  -0.13616E-002
    1269    0.90991E+001   0.21871E+002   0.29110E-002   0.46050E+001  -0.31575E-001  -0.23110E-001
    1270    0.62837E+001   0.16913E+002  -0.72356E-002  -0.18120E+000  -0.36531E-001  -0.24003E-001
    1271    0.90675E+001   0.21834E+002   0.27334E-002   0.45642E+001   0.10194E-001   0.41505E-002
    1272    0.62887E+001   0.16897E+002  -0.62922E-002  -0.20159E+000   0.15172E-001   0.44036E-003
    1273    0.90515E+001   0.21807E+002  -0.23864E-001   0.45344E+001  -0.30630E-001  -0.19048E-001
    1274    0.63514E+001   0.16896E+002  -0.15856E-001  -0.20715E+000  -0.37197E-001  -0.22822E-001
    1275    0.89505E+001   0.21756E+002   0.54964E-001   0.44559E+001   0.97092E-002  -0.34524E-002
    1276    0.62067E+001   0.16874E+002   0.32637E-001  -0.24672E+000   0.18368E-001  -0.30134E-003
    1277    0.90522E+001   0.21754E+002  -0.16609E+000   0.44990E+001  -0.36014E-001  -0.16942E-001
    1278    0.64068E+001   0.16853E+002  -0.14826E+000  -0.21604E+000  -0.47160E-001  -0.29092E-001
    1279    0.89327E+001   0.21910E+002   0.48658E+000   0.45021E+001   0.21847E-001  -0.64894E-002
    1280    0.61296E+001   0.17010E+002   0.46589E+000  -0.23660E+000   0.29647E-001   0.33433E-002
    1281    0.90031E+001   0.21218E+002  -0.15239E+001   0.43571E+001  -0.86404E-001  -0.14006E-001
    1282    0.61281E+001   0.16292E+002  -0.15785E+001  -0.22346E+000  -0.87310E-001  -0.24510E-001
    1283    0.98327E+001   0.23402E+002   0.52087E+001   0.45980E+001   0.18935E+000  -0.15224E+000
    1284    0.66640E+001   0.18666E+002   0.54170E+001  -0.19402E+000   0.17392E+000  -0.21636E+000
    1285    0.94354E+001   0.21743E+002  -0.15509E+001   0.47182E+001   0.77688E-001   0.16554E-001
    1286    0.10266E+002   0.24135E+002   0.53263E+001   0.49212E+001  -0.21955E+000   0.12547E+000
    1287    0.64251E+001   0.16518E+002  -0.15950E+001  -0.13503E+000   0.74423E-001   0.23987E-001
    1288    0.70112E+001   0.19105E+002   0.55358E+001  -0.12469E+000  -0.21130E+000   0.18793E+000
    1289    0.93511E+001   0.22437E+002   0.49920E+000   0.49077E+001  -0.33235E-001  -0.65973E-002
    1290    0.63190E+001   0.17216E+002   0.48491E+000  -0.11839E+000  -0.44131E-001  -0.17598E-001
    1291    0.94193E+001   0.22250E+002  -0.16516E+000   0.48838E+001   0.28353E-001   0.14232E-001
    1292    0.64355E+001   0.17043E+002  -0.13751E+000  -0.10045E+000   0.36763E-001   0.23646E-001
    1293    0.92885E+001   0.22244E+002   0.57809E-001   0.48267E+001  -0.19814E-001  -0.63191E-002
    1294    0.61625E+001   0.17069E+002   0.42791E-001  -0.12685E+000  -0.31456E-001  -0.11858E-001
    1295    0.93565E+001   0.22245E+002  -0.20996E-001   0.48724E+001   0.21849E-001   0.16927E-001
    1296    0.62891E+001   0.17065E+002  -0.39945E-002  -0.95456E-001   0.25340E-001   0.16210E-001
    1297    0.93231E+001   0.22208E+002   0.82521E-002   0.48422E+001  -0.20504E-001  -0.11223E-001
    1298    0.62387E+001   0.17036E+002   0.67037E-002  -0.11175E+000  -0.28435E-001  -0.11132E-001
    1299    0.93052E+001   0.22181E+002   0.82942E-002   0.48224E+001   0.21570E-001   0.18579E-001
    1300    0.62453E+001   0.17023E+002   0.68675E-002  -0.11848E+000   0.23097E-001   0.14500E-001
    1301    0.93080E+001   0.22162E+002  -0.19109E-001   0.48159E+001  -0.19830E-001  -0.67982E-002
    1302    0.63200E+001   0.17023E+002  -0.23734E-002  -0.11187E+000  -0.29811E-001  -0.10446E-001
    1303    0.92250E+001   0.22119E+002   0.61190E-001   0.47564E+001   0.21107E-001   0.11479E-001
    1304    0.61993E+001   0.17001E+002   0.46184E-001  -0.14016E+000   0.26398E-001   0.13654E-001
    1305    0.93492E+001   0.22126E+002  -0.16391E+000   0.48190E+001  -0.25645E-001  -0.61145E-002
    1306    0.64401E+001   0.16981E+002  -0.13680E+000  -0.10190E+000  -0.40343E-001  -0.18900E-001
    1307    0.92552E+001   0.22298E+002   0.49716E+000   0.48322E+001   0.33689E-001   0.94880E-002
    1308    0.62468E+001   0.17149E+002   0.48241E+000  -0.12115E+000   0.38258E-001   0.17725E-001
    1309    0.93319E+001   0.21589E+002  -0.15338E+001   0.46509E+001  -0.74274E-001  -0.34934E-003
    1310    0.63442E+001   0.16430E+002  -0.15769E+001  -0.13679E+000  -0.78411E-001  -0.12114E-001
    1311    0.10169E+002   0.23869E+002   0.52711E+001   0.48652E+001   0.21147E+000  -0.13632E+000
    1312    0.69629E+001   0.18901E+002   0.54782E+001  -0.12559E+000   0.19871E+000  -0.20180E+000
    1313    0.94425E+001   0.21766E+002  -0.15555E+001   0.47241E+001   0.68792E-001   0.54513E-003
    1314    0.10244E+002   0.24119E+002   0.53278E+001   0.49028E+001  -0.22025E+000   0.12786E+000
    1315    0.64477E+001   0.16571E+002  -0.16082E+001  -0.11094E+000   0.69089E-001   0.94710E-002
    1316    0.69848E+001   0.19138E+002   0.55392E+001  -0.11143E+000  -0.20914E+000   0.18949E+000
    1317    0.93945E+001   0.22493E+002   0.49588E+000   0.49382E+001  -0.38856E-001  -0.13627E-001
    1318    0.64000E+001   0.17288E+002   0.47554E+000  -0.81901E-001  -0.46547E-001  -0.22855E-001
    1319    0.94723E+001   0.22314E+002  -0.17196E+000   0.49197E+001   0.21558E-001   0.37279E-002
    1320    0.65472E+001   0.17114E+002  -0.15163E+000  -0.62849E-001   0.32585E-001   0.15171E-001
    1321    0.93283E+001   0.22297E+002   0.56062E-001   0.48460E+001  -0.25054E-001  -0.15740E-001
    1322    0.62527E+001   0.17132E+002   0.34815E-001  -0.10257E+000  -0.33401E-001  -0.18392E-001
    1323    0.94005E+001   0.22333E+002  -0.26914E-001   0.49033E+001   0.15855E-001   0.44727E-002
    1324    0.63483E+001   0.17152E+002  -0.16558E-001  -0.68908E-001   0.22360E-001   0.68541E-002
    1325    0.93906E+001   0.22330E+002   0.16687E-002   0.49061E+001  -0.25653E-001  -0.20536E-001
    1326    0.62687E+001   0.17140E+002  -0.60422E-002  -0.70204E-001  -0.30511E-001  -0.17499E-001
    1327    0.93935E+001   0.22325E+002   0.21620E-002   0.49125E+001   0.16185E-001   0.92374E-002
    1328    0.62728E+001   0.17135E+002  -0.56229E-002  -0.62925E-001   0.20802E-001   0.79934E-002
    1329    0.94150E+001   0.22324E+002  -0.25618E-001   0.49303E+001  -0.25594E-001  -0.16954E-001
    1330    0.63464E+001   0.17143E+002  -0.14889E-001  -0.44247E-001  -0.32472E-001  -0.17542E-001
    1331    0.93511E+001   0.22297E+002   0.55529E-001   0.48941E+001   0.15991E-001   0.27856E-002
    1332    0.62304E+001   0.17127E+002   0.34209E-001  -0.60209E-001   0.24222E-001   0.74379E-002
    1333    0.94946E+001   0.22316E+002  -0.17073E+000   0.49771E+001  -0.31060E-001  -0.15665E-001
    1334    0.64913E+001   0.17111E+002  -0.14963E+000  -0.12386E-001  -0.42461E-001  -0.25716E-001
    1335    0.94108E+001   0.22491E+002   0.49547E+000   0.49961E+001   0.28594E-001   0.89629E-003
    1336    0.63225E+001   0.17280E+002   0.47513E+000  -0.29632E-001   0.36878E-001   0.11506E-001
    1337    0.94650E+001   0.21750E+002  -0.15490E+001   0.47788E+001  -0.80909E-001  -0.12579E-001
    1338    0.64413E+001   0.16547E+002  -0.16004E+001  -0.66018E-001  -0.80326E-001  -0.21017E-001
    1339    0.10278E+002   0.24048E+002   0.53002E+001   0.49548E+001   0.21318E+000  -0.13676E+000
    1340    0.70514E+001   0.19056E+002   0.55089E+001  -0.73546E-001   0.20460E+000  -0.20173E+000
    1341    0.94811E+001   0.21828E+002  -0.15485E+001   0.47664E+001   0.76417E-001   0.13604E-001
    1342    0.10259E+002   0.24163E+002   0.53277E+001   0.49326E+001  -0.21709E+000   0.12151E+000
    1343    0.64103E+001   0.16578E+002  -0.15950E+001  -0.10848E+000   0.73621E-001   0.18404E-001
    1344    0.69136E+001   0.19134E+002   0.55380E+001  -0.11383E+000  -0.20796E+000   0.18130E+000
    1345    0.94667E+001   0.22582E+002   0.50007E+000   0.50051E+001  -0.32820E-001  -0.66537E-002
