
 CHARACTERS IN INTEGER FIELD    =   7
 OUTPUT DISPLAY TYPE            =   E 
 CHARACTERS PER OUTPUT FIELD    =  15
 CHARACTERS AFTER DECIMAL POINT =   5
 LINES PER PAGE                 =****
 CHARACTERS PER LINE            = 140

 PRINT S    NODAL SOLUTION PER NODE

 *** WARNING ***                         CP =      13.031   TIME= 23:08:17
 The selected element set contains mixed materials.                      
  This could invalidate error estimation.                                

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.2     18.2     ***
 DISTRIBUTED ANSYS Academic Teaching Introductory              

 01055371  VERSION=WINDOWS x64   23:08:17  JAN 29, 2018 CP=     13.062

 Standard Hole--Static Structural (E5)                                         


 
  ***** POST1 NODAL STRESS LISTING *****                                       
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING X,Y,Z VALUES ARE IN GLOBAL COORDINATES                         
 
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
    2814   -0.21951E+001   0.54482E+002  -0.19445E+001  -0.86569E+001  -0.92732E+000  -0.51766E+001
    2815    0.45825E+001   0.43825E+002  -0.13603E+001  -0.21550E+002  -0.24897E+001  -0.47841E+001
    2816    0.15765E+002   0.26131E+002  -0.10346E+001  -0.27103E+002  -0.43415E+001  -0.40236E+001
    2817    0.26328E+002   0.93404E+001  -0.10835E+001  -0.23161E+002  -0.63909E+001  -0.23156E+001
    2818    0.30073E+002  -0.23395E+001  -0.62095E+000  -0.91172E+001  -0.65287E+001   0.24559E+001
    2819    0.36914E+002   0.10916E+002  -0.27426E+001  -0.34017E+001  -0.34245E+001   0.37475E+001
    2820    0.43374E+002   0.18503E+002  -0.27302E+001   0.36362E+001   0.31428E+001   0.24811E+001
    2821    0.40827E+002   0.14999E+002  -0.16531E+001   0.97304E+001   0.60151E+001   0.57282E+000
    2822    0.36428E+002   0.17007E+002  -0.89698E+000   0.16850E+002   0.71985E+001  -0.17971E+001
    2823    0.29246E+002   0.27912E+002  -0.24425E+000   0.22253E+002   0.67420E+001  -0.46686E+001
    2824    0.19482E+002   0.43202E+002  -0.28205E-001   0.20820E+002   0.51353E+001  -0.71850E+001
    2825    0.99101E+001   0.54531E+002   0.24246E+000   0.12025E+002   0.25637E+001  -0.83785E+001
    2826    0.32180E+001   0.57856E+002   0.71023E+000  -0.14637E+001  -0.25945E+000  -0.86138E+001
    2827    0.59658E+001   0.52074E+002   0.86095E+000  -0.15110E+002  -0.27966E+001  -0.78922E+001
    2828    0.14607E+002   0.39397E+002   0.46709E+000  -0.23321E+002  -0.48808E+001  -0.64946E+001
    2829    0.26593E+002   0.24529E+002  -0.12721E+000  -0.23760E+002  -0.66850E+001  -0.43935E+001
    2830    0.36884E+002   0.18945E+002  -0.11391E+001  -0.17193E+002  -0.71559E+001  -0.21280E+001
    2831    0.41235E+002   0.16832E+002  -0.21949E+001  -0.94700E+001  -0.59293E+001   0.71241E+000
    2832    0.45189E+002   0.27122E+002  -0.32327E+001   0.95033E+001   0.57956E+001  -0.66080E+000
    2833    0.42510E+002   0.27450E+002  -0.24410E+001   0.14047E+002   0.68415E+001  -0.27935E+001
    2834    0.35507E+002   0.38748E+002  -0.19842E+001   0.17061E+002   0.59236E+001  -0.54799E+001
    2835    0.30719E+002   0.48184E+002  -0.20650E+001   0.15238E+002   0.46113E+001  -0.71687E+001
    2836    0.22423E+002   0.58508E+002  -0.18140E+001   0.56204E+001   0.12327E+001  -0.88653E+001
    2837    0.16805E+002   0.58988E+002  -0.98109E+000  -0.21411E+001  -0.71501E+000  -0.89100E+001
    2838    0.15906E+002   0.53504E+002  -0.90971E+000  -0.14021E+002  -0.32849E+001  -0.82142E+001
    2839    0.20128E+002   0.44241E+002  -0.11448E+001  -0.19548E+002  -0.49928E+001  -0.72966E+001
    2840    0.29506E+002   0.31477E+002  -0.18812E+001  -0.21566E+002  -0.68403E+001  -0.53233E+001
    2841    0.34612E+002   0.31920E+002  -0.20295E+001  -0.18862E+002  -0.67395E+001  -0.47900E+001
    2842    0.40680E+002   0.33887E+002  -0.23995E+001  -0.15473E+002  -0.64058E+001  -0.40876E+001
    2843    0.49595E+002   0.32099E+002  -0.29816E+001  -0.43152E+001  -0.32690E+001   0.35815E+000
    2844    0.53928E+002   0.44118E+002  -0.36911E+001  -0.99386E+000  -0.88298E+000  -0.16512E+001
    2845    0.26137E+002   0.50122E+002  -0.11827E+001  -0.14994E+002  -0.41719E+001  -0.76851E+001
    2846    0.45399E+002   0.34731E+002  -0.32473E+001   0.11716E+002   0.59951E+001  -0.24085E+001
    2847    0.32063E+002   0.68415E+001  -0.44034E+001  -0.14208E+001  -0.24340E+001   0.52845E+001
    2848    0.34111E+002   0.59299E+002  -0.17088E+001  -0.22879E+001  -0.80990E+000  -0.80033E+001
    2849    0.33309E+002   0.42886E+002  -0.17147E+001  -0.16739E+002  -0.55923E+001  -0.63211E+001
    2850    0.26741E+002   0.38126E+002  -0.13660E+001  -0.20329E+002  -0.57454E+001  -0.63783E+001
    2851    0.41658E+002   0.21588E+002  -0.21492E+001   0.12413E+002   0.66606E+001  -0.68962E+000
    2852    0.44927E+002   0.31810E+002  -0.23204E+001   0.12145E+002   0.59201E+001  -0.22791E+001
    2853    0.53556E+002   0.43181E+002  -0.24292E+001   0.17500E+001   0.83378E+000  -0.14223E+001
    2854    0.19185E+001   0.56294E+002   0.18009E+001   0.88750E+001   0.16324E+001  -0.79976E+001
    2855    0.34774E+002   0.42993E+002  -0.25754E+001  -0.15619E+002  -0.57187E+001  -0.64873E+001
    2856    0.46610E+002   0.28737E+002  -0.24042E+001   0.74567E+001   0.48599E+001  -0.89357E-001
    2857    0.34433E+002   0.58529E+002  -0.28299E+001   0.19956E+001   0.73466E+000  -0.83180E+001
    2858    0.24576E+002   0.55429E+002  -0.18243E+001   0.99406E+001   0.26726E+001  -0.84660E+001
    2859    0.39146E+002   0.36973E+002  -0.19742E+001   0.16335E+002   0.62315E+001  -0.46726E+001
    2860    0.39671E+002   0.28353E+002  -0.18543E+001   0.16828E+002   0.68980E+001  -0.32176E+001
    2861    0.39858E+002   0.20635E+002  -0.25973E+001   0.15999E+002   0.75064E+001  -0.20752E+001
    2862    0.42506E+002   0.19322E+002  -0.17185E+001   0.86799E+001   0.58502E+001   0.42858E+000
    2863    0.43839E+002   0.20098E+002  -0.26227E+001   0.46451E+001   0.41467E+001   0.19797E+001
    2864    0.48267E+002   0.26994E+002  -0.23097E+001   0.10146E+001   0.79445E+000   0.14622E+001
    2865    0.50244E+002   0.33012E+002  -0.27137E+001  -0.20188E+001  -0.15505E+001   0.37553E+000
    2866    0.47822E+002   0.31941E+002  -0.28131E+001  -0.83184E+001  -0.52913E+001  -0.15904E+001
    2867    0.42204E+002   0.32300E+002  -0.20623E+001  -0.13595E+002  -0.61485E+001  -0.31979E+001
    2868    0.32749E+002   0.36747E+002  -0.20739E+001  -0.18589E+002  -0.64064E+001  -0.53722E+001
    2869    0.27850E+002   0.46169E+002  -0.16809E+001  -0.17638E+002  -0.49017E+001  -0.72163E+001
    2870    0.19902E+002   0.43368E+002  -0.99042E-002   0.20427E+002   0.50402E+001  -0.71007E+001
    2871    0.30148E+002   0.27889E+002  -0.41293E+000   0.21898E+002   0.68369E+001  -0.46289E+001
    2872    0.34680E+002   0.12919E+002  -0.10342E+001   0.17451E+002   0.73111E+001  -0.13899E+001
    2873    0.36197E+002   0.77428E+001  -0.14429E+001   0.90753E+001   0.61292E+001   0.17313E+001
    2874    0.36992E+002   0.88134E+001  -0.17550E+001   0.37840E+001   0.38213E+001   0.34751E+001
    2875    0.38030E+002   0.12067E+002  -0.21840E+001   0.48485E+000   0.25266E+000   0.41698E+001
    2876    0.41075E+002   0.16432E+002  -0.26793E+001  -0.34047E+001  -0.30861E+001   0.32282E+001
    2877    0.41477E+002   0.15511E+002  -0.23439E+001  -0.94640E+001  -0.61469E+001   0.61554E+000
    2878    0.36772E+002   0.18131E+002  -0.84545E+000  -0.16756E+002  -0.70837E+001  -0.19181E+001
    2879    0.28370E+002   0.27583E+002  -0.16474E+000  -0.22458E+002  -0.66643E+001  -0.46156E+001
    2880    0.18944E+002   0.41712E+002   0.15026E+000  -0.21451E+002  -0.51997E+001  -0.69906E+001
    2881    0.11675E+002   0.54750E+002   0.99322E-001  -0.11653E+002  -0.25543E+001  -0.86501E+001
    2882    0.64470E+001   0.53449E+002   0.45091E+000   0.13139E+002   0.25515E+001  -0.79726E+001
    2883    0.11130E+002   0.36674E+002  -0.15806E+001   0.24832E+002   0.36095E+001  -0.49396E+001
    2884    0.26435E+002   0.94217E+001  -0.10918E+001   0.23081E+002   0.64272E+001  -0.22143E+001
    2885    0.28904E+002  -0.31545E+001  -0.69068E+000   0.13658E+002   0.69246E+001   0.10202E+001
    2886    0.25964E+002  -0.62978E+001  -0.60826E+000   0.51812E+001   0.55664E+001   0.44194E+001
    2887    0.23174E+002  -0.39834E+001  -0.35519E+000   0.81857E+000   0.22329E+001   0.64544E+001
    2888    0.24133E+002  -0.28486E+001  -0.59644E+000  -0.94782E+000  -0.21102E+001   0.65003E+001
    2889    0.29138E+002  -0.21519E+001  -0.36633E+000  -0.51970E+001  -0.54669E+001   0.39741E+001
    2890    0.30891E+002   0.16749E+000  -0.95571E+000  -0.13634E+002  -0.70529E+001   0.68955E+000
    2891    0.26746E+002   0.10423E+002  -0.12168E+001  -0.22855E+002  -0.64654E+001  -0.24634E+001
    2892    0.16926E+002   0.27298E+002  -0.17201E+001  -0.26355E+002  -0.47523E+001  -0.43796E+001
    2893    0.65065E+001   0.44927E+002  -0.23140E+001  -0.20393E+002  -0.28560E+001  -0.55556E+001
    2894   -0.12843E+001   0.55229E+002  -0.26217E+001  -0.66530E+001  -0.64179E+000  -0.58353E+001
    2895   -0.17227E+001   0.54688E+002  -0.10324E+001   0.89765E+001   0.90370E+000  -0.47095E+001
    2896    0.50461E+001   0.44673E+002  -0.13983E+001   0.21094E+002   0.24382E+001  -0.51167E+001
    2897    0.51329E+002   0.51444E+002  -0.27273E+001  -0.23236E+001  -0.11852E+001  -0.45433E+001
    2898    0.40903E+002   0.56943E+002  -0.19788E+001  -0.46706E+001  -0.19432E+001  -0.68464E+001
    2899    0.39301E+002   0.48843E+002  -0.21841E+001  -0.11935E+002  -0.43488E+001  -0.62904E+001
    2900    0.47229E+002   0.44660E+002  -0.20487E+001  -0.91931E+001  -0.43219E+001  -0.37982E+001
    2901    0.50877E+002   0.37791E+002  -0.25237E+001   0.53469E+001   0.33824E+001  -0.86602E+000
    2902    0.48150E+002   0.49351E+002  -0.29658E+001   0.78700E+001   0.33825E+001  -0.46736E+001
    2903    0.43966E+002   0.55282E+002  -0.30094E+001   0.49416E+001   0.17093E+001  -0.64969E+001
    2904    0.21840E+002   0.59195E+002  -0.17831E+001  -0.94047E+000  -0.22102E+000  -0.89850E+001
    2905    0.26487E+002   0.57142E+002  -0.19884E+001  -0.77765E+001  -0.20379E+001  -0.85380E+001
    2906    0.27708E+002   0.52318E+002  -0.18024E+001  -0.13164E+002  -0.40746E+001  -0.76725E+001
    2907    0.28453E+002   0.39245E+002  -0.16662E+001  -0.20423E+002  -0.59780E+001  -0.63315E+001
    2908    0.38319E+002   0.36070E+002  -0.17248E+001  -0.16825E+002  -0.62297E+001  -0.48152E+001
    2909    0.43448E+002   0.25030E+002  -0.43462E+001  -0.11314E+002  -0.69446E+001  -0.13565E+001
    2910    0.50386E+002   0.34790E+002  -0.36804E+001  -0.55644E+001  -0.34431E+001  -0.85355E+000
    2911    0.44688E+002   0.24912E+002  -0.61463E+001   0.10177E+001  -0.11478E+001   0.33966E+001
    2912    0.46522E+002   0.23402E+002  -0.34660E+001   0.26365E+001   0.27047E+001   0.19790E+001
    2913    0.39978E+002   0.14906E+002  -0.45921E+001   0.54041E+001   0.53604E+001   0.25184E+001
    2914    0.47388E+002   0.41323E+002  -0.27939E+001   0.10515E+002   0.50016E+001  -0.34234E+001
    2915    0.36963E+002   0.45070E+002  -0.20003E+001   0.14928E+002   0.52099E+001  -0.60670E+001
    2916    0.32284E+002   0.51461E+002  -0.19820E+001   0.12758E+002   0.39502E+001  -0.74136E+001
    2917    0.14710E+002   0.57108E+002  -0.16319E+001   0.63511E+001   0.14765E+001  -0.88500E+001
    2918    0.38156E+001   0.57607E+002   0.41866E+000   0.29555E+001   0.49415E+000  -0.87076E+001
    2919    0.76816E+001   0.57588E+002   0.12344E+000  -0.44637E+001  -0.97823E+000  -0.89976E+001
    2920    0.15540E+002   0.49255E+002   0.12093E+000  -0.17332E+002  -0.39972E+001  -0.79440E+001
    2921    0.23123E+002   0.33429E+002  -0.32168E-001  -0.23353E+002  -0.61381E+001  -0.57631E+001
    2922    0.33202E+002   0.22453E+002  -0.56112E+000  -0.20144E+002  -0.70796E+001  -0.33890E+001
    2923    0.38929E+002   0.15292E+002  -0.16215E+001  -0.13098E+002  -0.68761E+001  -0.48088E+000
    2924    0.42930E+002   0.17876E+002  -0.22189E+001  -0.59125E+001  -0.45604E+001   0.15178E+001
    2925    0.38970E+002   0.13101E+002  -0.24975E+001  -0.13459E+001  -0.15820E+001   0.39051E+001
    2926    0.37733E+002   0.10541E+002  -0.23095E+001   0.19111E+001   0.21788E+001   0.40749E+001
    2927    0.35891E+002   0.69040E+001  -0.22270E+001   0.61647E+001   0.51855E+001   0.29264E+001
    2928    0.36246E+002   0.10311E+002  -0.10158E+001   0.13427E+002   0.68913E+001  -0.10065E+000
    2929    0.33004E+002   0.19866E+002  -0.46795E+000   0.20406E+002   0.72350E+001  -0.30327E+001
    2930    0.25892E+002   0.36054E+002  -0.24853E+000   0.21934E+002   0.60620E+001  -0.59818E+001
    2931    0.12981E+002   0.49244E+002   0.21235E+000   0.17400E+002   0.37942E+001  -0.78056E+001
    2932   -0.29355E+001   0.56103E+002  -0.22776E+001   0.15549E+001   0.37889E+000  -0.54022E+001
    2933    0.20507E+001   0.51328E+002  -0.25676E+001  -0.14287E+002  -0.17787E+001  -0.58454E+001
    2934    0.11509E+002   0.36591E+002  -0.20979E+001  -0.24550E+002  -0.38314E+001  -0.50309E+001
    2935    0.22267E+002   0.18353E+002  -0.13861E+001  -0.25677E+002  -0.56568E+001  -0.35642E+001
    2936    0.29721E+002   0.43256E+001  -0.10338E+001  -0.18472E+002  -0.69599E+001  -0.10223E+001
    2937    0.30815E+002  -0.17417E+001  -0.66294E+000  -0.89739E+001  -0.65218E+001   0.23904E+001
    2938    0.26556E+002  -0.22279E+001  -0.30304E+000  -0.27469E+001  -0.39994E+001   0.52828E+001
    2939    0.23148E+002  -0.29735E+001  -0.41530E+000   0.17506E+000   0.80165E-001   0.67475E+001
    2940    0.24104E+002  -0.56749E+001  -0.50717E+000   0.22574E+001   0.41363E+001   0.57255E+001
    2941    0.27550E+002  -0.58288E+001  -0.74841E+000   0.88084E+001   0.65661E+001   0.27804E+001
    2942    0.28529E+002   0.19277E+001  -0.81602E+000   0.18776E+002   0.69112E+001  -0.71761E+000
    2943    0.22661E+002   0.18358E+002  -0.12259E+001   0.25714E+002   0.56690E+001  -0.34862E+001
    2944    0.17356E+002   0.27681E+002  -0.13536E+001   0.26340E+002   0.47110E+001  -0.43881E+001
    2945    0.56150E+000   0.50817E+002  -0.11507E+001   0.15390E+002   0.14509E+001  -0.49954E+001
    2946   -0.32697E+001   0.64198E+002   0.19262E+002   0.42451E+000  -0.15218E-001  -0.17667E+001
    2947   -0.20177E+001   0.62533E+002   0.19088E+002  -0.92924E+001  -0.53596E+000  -0.22994E+001
    2948    0.14747E+001   0.56948E+002   0.18351E+002  -0.18042E+002  -0.12193E+001  -0.24066E+001
    2949    0.66787E+001   0.48155E+002   0.17100E+002  -0.24639E+002  -0.19147E+001  -0.22514E+001
    2950    0.12544E+002   0.37386E+002   0.15400E+002  -0.28393E+002  -0.26956E+001  -0.20124E+001
    2951    0.17848E+002   0.25617E+002   0.13186E+002  -0.29280E+002  -0.35639E+001  -0.15535E+001
    2952    0.21843E+002   0.14348E+002   0.10678E+002  -0.27521E+002  -0.44668E+001  -0.84554E+000
    2953    0.23871E+002   0.47018E+001   0.80320E+001  -0.23914E+002  -0.52726E+001   0.13870E+000
    2954    0.23766E+002  -0.30901E+001   0.52600E+001  -0.19526E+002  -0.58634E+001   0.14390E+001
    2955    0.22074E+002  -0.93463E+001   0.24609E+001  -0.15345E+002  -0.60576E+001   0.30583E+001
    2956    0.19650E+002  -0.14416E+002  -0.10900E+000  -0.11546E+002  -0.56756E+001   0.46996E+001
    2957    0.16955E+002  -0.18166E+002  -0.23200E+001  -0.83372E+001  -0.48164E+001   0.61658E+001
    2958    0.14786E+002  -0.21039E+002  -0.40825E+001  -0.55279E+001  -0.35208E+001   0.74425E+001
    2959    0.13439E+002  -0.23064E+002  -0.52807E+001  -0.27334E+001  -0.18920E+001   0.83393E+001
    2960    0.12848E+002  -0.23632E+002  -0.56319E+001  -0.33339E-002   0.53528E-001   0.86256E+001
    2961    0.12858E+002  -0.23293E+002  -0.54111E+001   0.23075E+001   0.19227E+001   0.83774E+001
    2962    0.13856E+002  -0.22121E+002  -0.46171E+001   0.47733E+001   0.36237E+001   0.76559E+001
    2963    0.16109E+002  -0.19294E+002  -0.28311E+001   0.76557E+001   0.49295E+001   0.63050E+001
    2964    0.18650E+002  -0.15841E+002  -0.76078E+000   0.10877E+002   0.57821E+001   0.47231E+001
    2965    0.21629E+002  -0.10983E+002   0.19529E+001   0.14901E+002   0.60555E+001   0.30349E+001
    2966    0.23512E+002  -0.44979E+001   0.48087E+001   0.19553E+002   0.58534E+001   0.14873E+001
    2967    0.23837E+002   0.43912E+001   0.79738E+001   0.24103E+002   0.52003E+001   0.79803E-001
    2968    0.21873E+002   0.14279E+002   0.10711E+002   0.27666E+002   0.43822E+001  -0.87078E+000
    2969    0.17862E+002   0.25396E+002   0.13175E+002   0.29473E+002   0.34489E+001  -0.15333E+001
    2970    0.12466E+002   0.37066E+002   0.15347E+002   0.28701E+002   0.24647E+001  -0.18792E+001
    2971    0.64054E+001   0.47674E+002   0.16953E+002   0.25020E+002   0.14523E+001  -0.17003E+001
    2972   -0.20706E+001   0.61764E+002   0.18917E+002   0.10130E+002   0.25126E+000  -0.94404E+000
    2973    0.14395E+001   0.56165E+002   0.18169E+002   0.18464E+002   0.66052E+000  -0.11482E+001
    2974    0.45955E+001  -0.34907E+002  -0.81739E+001  -0.38356E+001  -0.30597E+001   0.13202E+002
    2975    0.53219E+001  -0.31026E+002  -0.69021E+001  -0.74006E+001  -0.57550E+001   0.12071E+002
    2976    0.77749E+001  -0.25302E+002  -0.45335E+001  -0.10443E+002  -0.81135E+001   0.10210E+002
    2977    0.10961E+002  -0.18586E+002  -0.16934E+001  -0.13069E+002  -0.98633E+001   0.78384E+001
    2978    0.14369E+002  -0.11478E+002   0.13018E+001  -0.15733E+002  -0.10918E+002   0.52191E+001
    2979    0.17613E+002  -0.35895E+001   0.44554E+001  -0.18689E+002  -0.11219E+002   0.25213E+001
    2980    0.19842E+002   0.50297E+001   0.75236E+001  -0.21779E+002  -0.10798E+002  -0.25963E-001
    2981    0.20340E+002   0.15211E+002   0.10534E+002  -0.24641E+002  -0.95876E+001  -0.22265E+001
    2982    0.18921E+002   0.26747E+002   0.13399E+002  -0.26308E+002  -0.80404E+001  -0.39122E+001
    2983    0.15647E+002   0.38482E+002   0.15789E+002  -0.25807E+002  -0.63652E+001  -0.50927E+001
    2984    0.11846E+002   0.49615E+002   0.17888E+002  -0.22485E+002  -0.47124E+001  -0.59182E+001
    2985    0.79564E+001   0.58375E+002   0.19272E+002  -0.16744E+002  -0.31062E+001  -0.64011E+001
    2986    0.55126E+001   0.64286E+002   0.20287E+002  -0.89887E+001  -0.15760E+001  -0.67931E+001
    2987    0.44675E+001   0.66441E+002   0.20604E+002  -0.19138E+000  -0.13347E-001  -0.70512E+001
    2988    0.53707E+001   0.64509E+002   0.20308E+002   0.88315E+001   0.16124E+001  -0.70831E+001
    2989    0.82909E+001   0.58833E+002   0.19546E+002   0.16702E+002   0.32843E+001  -0.68437E+001
    2990    0.12187E+002   0.50094E+002   0.18186E+002   0.22484E+002   0.50888E+001  -0.63693E+001
    2991    0.16237E+002   0.39435E+002   0.16316E+002   0.25635E+002   0.69361E+001  -0.55204E+001
    2992    0.19310E+002   0.27421E+002   0.13768E+002   0.26307E+002   0.86797E+001  -0.41744E+001
    2993    0.20733E+002   0.15806E+002   0.10875E+002   0.24663E+002   0.10079E+002  -0.22887E+001
    2994    0.19985E+002   0.54516E+001   0.77155E+001   0.21761E+002   0.10939E+002   0.12025E-001
    2995    0.17475E+002  -0.35290E+001   0.44501E+001   0.18559E+002   0.11224E+002   0.25563E+001
    2996    0.14151E+002  -0.11390E+002   0.12830E+001   0.15687E+002   0.10862E+002   0.52206E+001
    2997    0.11137E+002  -0.18302E+002  -0.15277E+001   0.13233E+002   0.97422E+001   0.77594E+001
    2998    0.89214E+001  -0.24525E+002  -0.39074E+001   0.10745E+002   0.79629E+001   0.99438E+001
    2999    0.76234E+001  -0.29632E+002  -0.57112E+001   0.77463E+001   0.56414E+001   0.11636E+002
    3000    0.64976E+001  -0.33283E+002  -0.70877E+001   0.41592E+001   0.29057E+001   0.12789E+002
    3001    0.31525E+001  -0.40694E+002  -0.11087E+002  -0.46669E+001  -0.46187E+001   0.19925E+002
    3002    0.36901E+001  -0.36127E+002  -0.95576E+001  -0.87340E+001  -0.89394E+001   0.18565E+002
    3003    0.56984E+001  -0.29626E+002  -0.69723E+001  -0.12041E+002  -0.12979E+002   0.16254E+002
    3004    0.85762E+001  -0.22012E+002  -0.38032E+001  -0.14650E+002  -0.16388E+002   0.13028E+002
    3005    0.11958E+002  -0.14060E+002  -0.39148E+000  -0.17119E+002  -0.18956E+002   0.90716E+001
    3006    0.15437E+002  -0.54573E+001   0.32356E+001  -0.19837E+002  -0.20453E+002   0.46226E+001
    3007    0.17993E+002   0.36839E+001   0.67574E+001  -0.22749E+002  -0.20732E+002  -0.41548E-001
    3008    0.18772E+002   0.14301E+002   0.10198E+002  -0.25516E+002  -0.19627E+002  -0.45373E+001
    3009    0.17554E+002   0.26234E+002   0.13416E+002  -0.27098E+002  -0.17503E+002  -0.84698E+001
    3010    0.14346E+002   0.38239E+002   0.16067E+002  -0.26526E+002  -0.14655E+002  -0.11731E+002
    3011    0.10465E+002   0.49588E+002   0.18307E+002  -0.23106E+002  -0.11320E+002  -0.14225E+002
    3012    0.65937E+001   0.58585E+002   0.19841E+002  -0.17177E+002  -0.76715E+001  -0.15958E+002
    3013    0.41534E+001   0.64618E+002   0.20902E+002  -0.92276E+001  -0.38776E+001  -0.17023E+002
    3014    0.30934E+001   0.66829E+002   0.21244E+002  -0.21246E+000   0.48259E-002  -0.17508E+002
    3015    0.40142E+001   0.64875E+002   0.20934E+002   0.90364E+001   0.39527E+001  -0.17343E+002
    3016    0.69748E+001   0.59090E+002   0.20075E+002   0.17106E+002   0.78780E+001  -0.16365E+002
    3017    0.10940E+002   0.50183E+002   0.18585E+002   0.23049E+002   0.11703E+002  -0.14685E+002
    3018    0.14950E+002   0.39227E+002   0.16507E+002   0.26330E+002   0.15256E+002  -0.12176E+002
    3019    0.17919E+002   0.26823E+002   0.13688E+002   0.27099E+002   0.18212E+002  -0.87987E+001
    3020    0.19156E+002   0.14839E+002   0.10458E+002   0.25507E+002   0.20162E+002  -0.46323E+001
    3021    0.18123E+002   0.41069E+001   0.69169E+001   0.22718E+002   0.20898E+002  -0.28542E-001
    3022    0.15292E+002  -0.53965E+001   0.32102E+001   0.19713E+002   0.20430E+002   0.46162E+001
    3023    0.11708E+002  -0.13969E+002  -0.44064E+000   0.17061E+002   0.18828E+002   0.90052E+001
    3024    0.85888E+001  -0.21770E+002  -0.37191E+001   0.14766E+002   0.16188E+002   0.12853E+002
    3025    0.64267E+001  -0.29030E+002  -0.65371E+001   0.12261E+002   0.12768E+002   0.15930E+002
    3026    0.53391E+001  -0.35096E+002  -0.86767E+001   0.89528E+001   0.87992E+001   0.18188E+002
    3027    0.45676E+001  -0.39330E+002  -0.10191E+002   0.47805E+001   0.44569E+001   0.19628E+002
    3028    0.22327E+001  -0.45572E+002  -0.12925E+002  -0.49495E+001  -0.54638E+001   0.23530E+002
    3029    0.33224E+001  -0.40592E+002  -0.11102E+002  -0.92299E+001  -0.10781E+002   0.22319E+002
    3030    0.57857E+001  -0.33644E+002  -0.82601E+001  -0.12881E+002  -0.16060E+002   0.20077E+002
    3031    0.90694E+001  -0.25415E+002  -0.47876E+001  -0.15879E+002  -0.20929E+002   0.16630E+002
    3032    0.12785E+002  -0.16735E+002  -0.10547E+001  -0.18783E+002  -0.25061E+002   0.11988E+002
    3033    0.16511E+002  -0.71737E+001   0.29393E+001  -0.21964E+002  -0.27992E+002   0.63314E+001
    3034    0.19046E+002   0.30439E+001   0.67749E+001  -0.25249E+002  -0.29325E+002  -0.69338E-001
    3035    0.19527E+002   0.14872E+002   0.10480E+002  -0.28191E+002  -0.28681E+002  -0.66334E+001
    3036    0.17866E+002   0.27922E+002   0.13898E+002  -0.29633E+002  -0.26303E+002  -0.12714E+002
    3037    0.14229E+002   0.40773E+002   0.16668E+002  -0.28644E+002  -0.22512E+002  -0.18016E+002
    3038    0.10003E+002   0.52637E+002   0.18958E+002  -0.24669E+002  -0.17679E+002  -0.22199E+002
    3039    0.59437E+001   0.61869E+002   0.20511E+002  -0.18153E+002  -0.12108E+002  -0.25185E+002
    3040    0.33825E+001   0.67935E+002   0.21561E+002  -0.97061E+001  -0.61472E+001  -0.26991E+002
    3041    0.22469E+001   0.70147E+002   0.21887E+002  -0.24417E+000   0.14641E-001  -0.27721E+002
    3042    0.31511E+001   0.68191E+002   0.21575E+002   0.94907E+001   0.62211E+001  -0.27319E+002
    3043    0.61387E+001   0.62316E+002   0.20707E+002   0.18123E+002   0.12320E+002  -0.25598E+002
    3044    0.10280E+002   0.53154E+002   0.19198E+002   0.24678E+002   0.18071E+002  -0.22683E+002
    3045    0.14666E+002   0.41680E+002   0.17071E+002   0.28530E+002   0.23158E+002  -0.18477E+002
    3046    0.18147E+002   0.28377E+002   0.14125E+002   0.29698E+002   0.27060E+002  -0.13079E+002
    3047    0.19880E+002   0.15292E+002   0.10711E+002   0.28193E+002   0.29245E+002  -0.67355E+001
    3048    0.19143E+002   0.34386E+001   0.69223E+001   0.25220E+002   0.29497E+002  -0.53808E-001
    3049    0.16314E+002  -0.71522E+001   0.28867E+001   0.21836E+002   0.27937E+002   0.62975E+001
    3050    0.12440E+002  -0.16681E+002  -0.11426E+001   0.18706E+002   0.24863E+002   0.11866E+002
    3051    0.88900E+001  -0.25225E+002  -0.47798E+001   0.15966E+002   0.20650E+002   0.16372E+002
    3052    0.62405E+001  -0.33100E+002  -0.79419E+001   0.13083E+002   0.15777E+002   0.19668E+002
    3053    0.48021E+001  -0.39574E+002  -0.10321E+002   0.94449E+001   0.10597E+002   0.21902E+002
    3054    0.38812E+001  -0.44003E+002  -0.11937E+002   0.49628E+001   0.52786E+001   0.23241E+002
    3055    0.19509E+001  -0.51241E+002  -0.14852E+002  -0.52081E+001  -0.61143E+001   0.26209E+002
    3056    0.38247E+001  -0.45810E+002  -0.12647E+002  -0.96957E+001  -0.12207E+002   0.25241E+002
    3057    0.71059E+001  -0.38323E+002  -0.93944E+001  -0.13796E+002  -0.18556E+002   0.23167E+002
    3058    0.11152E+002  -0.29337E+002  -0.54603E+001  -0.17376E+002  -0.24765E+002   0.19656E+002
    3059    0.15467E+002  -0.19776E+002  -0.12743E+001  -0.20988E+002  -0.30421E+002   0.14527E+002
